depth	min	max	median	wmean
684	8305.3	8671.5	8498.1	8505.4
685	8331.8	8741.4	8530.6	8539
686	8359.3	8824.5	8560.7	8572.7
687	8374.6	8912.8	8588.7	8605.9
688	8389.3	9004	8615	8638.7
689	8401.4	9090.9	8643.4	8671.8
690	8406.1	9178.4	8669.2	8704.5
691	8412.8	9269	8695.6	8736.8
692	8420.7	9372.2	8722.9	8770.5
693	8424.3	9464.7	8749.4	8803
694	8430.8	9555.9	8777	8835.8
695	8435.4	9640	8802.7	8868.5
696	8439.6	9739.6	8832.9	8901.7
697	8444.9	9837.9	8857.4	8933.7
698	8448.2	9929.9	8884.4	8967.1
699	8448.9	10023.9	8912.5	9000.1
700	8452.3	10121.7	8939.2	9031.7
701	8483.9	10148.3	8972.2	9063.8
702	8507.1	10159.4	9004.6	9094
703	8527	10185.7	9037.8	9124.9
704	8545.3	10210.7	9070.8	9155.6
705	8558.5	10237.9	9103.1	9186.5
706	8573	10268.3	9132.8	9217.1
707	8588.1	10291.5	9165.1	9247.9
708	8599	10309.2	9197	9278.1
709	8610.8	10348.7	9229.5	9308.7
710	8620.3	10382.4	9264.6	9338.8
711	8630.3	10426.8	9301.2	9369.5
712	8640.7	10467.3	9335.9	9400.7
713	8650.6	10523.5	9372.4	9430.8
714	8660.6	10570.6	9406.6	9461.4
715	8669.4	10612	9437	9492.2
716	8680	10665.6	9468	9522
717	8687.2	10724.5	9496.5	9551.9
718	8697.3	10786	9526.8	9582.5
719	8705.1	10853	9557.1	9614.1
720	8713.5	10889.4	9584.2	9643.8
721	8743.4	10914.7	9615.1	9676.4
722	8770.3	10935.4	9646.5	9709.2
723	8804.9	10963.8	9681	9741.4
724	8831.1	11001.3	9715.4	9773.8
725	8858.7	11025.8	9749.5	9806.8
726	8881.5	11052.4	9785.3	9839.5
727	8901.7	11091.1	9818.4	9872.3
728	8922.4	11132	9853.2	9905.1
729	8944.9	11165.1	9887.4	9938.5
730	8964.8	11197.4	9920.9	9970.3
731	8981.3	11246.3	9955	10002.9
732	8998.9	11282.9	9986.3	10035.4
733	9013.1	11330.9	10021.9	10068.8
734	9025.2	11370.5	10055.3	10100.3
735	9042.2	11413.7	10088.5	10132.4
736	9052.9	11465	10122.8	10165
737	9064.4	11508.5	10152.9	10196.6
738	9077.8	11570.8	10181.9	10228.5
739	9087.4	11614.6	10214.8	10259.5
740	9099.3	11671.5	10243.1	10291.6
741	9149	11685.6	10276.2	10322.8
742	9198.4	11701	10306.1	10354
743	9220.4	11713	10339.1	10386.4
744	9260.1	11724.8	10371.4	10417.9
745	9282.8	11735.5	10405	10450.1
746	9311.3	11756.4	10444.8	10481.3
747	9352.7	11772	10485.5	10514
748	9382	11795.6	10522.8	10545.2
749	9406.6	11812.8	10558.7	10576.8
750	9428.2	11831.7	10599.1	10608.8
751	9457.2	11852.5	10636	10640.5
752	9478	11873.4	10673.1	10672.6
753	9495.3	11905.2	10709.2	10704.4
754	9517.7	11929	10747	10736.1
755	9530.5	11954.6	10783.6	10767.1
756	9550	11971.7	10817.6	10798.9
757	9571	12003.4	10851.5	10831.2
758	9582.4	12037.7	10885.6	10862.3
759	9600.9	12084.4	10916.6	10894.5
760	9616.1	12128.2	10948.7	10926.3
761	9656.2	12141.3	10982.9	10960
762	9693.3	12157.8	11019.1	10993.3
763	9725.5	12170.1	11053.2	11026.5
764	9752.9	12186.8	11090.1	11060.4
765	9781.2	12212.6	11123.8	11093.4
766	9811.2	12231.2	11162.8	11128.3
767	9842.7	12246.7	11194.6	11161
768	9869.6	12265.6	11235	11195.3
769	9901.9	12274.8	11271.1	11228.7
770	9920.3	12300	11311.6	11263.1
771	9945.9	12324.7	11349.9	11296.4
772	9967.1	12347.8	11388.1	11330.1
773	9987.3	12370.2	11425.1	11363.8
774	10007.4	12402.9	11460.8	11396.9
775	10024.3	12436.3	11497.3	11429.7
776	10047.8	12474.4	11532	11464.7
777	10063.2	12501.7	11567.9	11498
778	10072.4	12545.3	11600.5	11530.9
779	10091.8	12591.1	11635.1	11563.4
780	10105.4	12638.2	11669.5	11597.2
781	10156.7	12646.5	11697.6	11627.1
782	10197.6	12653.9	11727.3	11657.9
783	10252.8	12662.2	11758.5	11688.7
784	10298.3	12675.2	11790	11719.4
785	10338.6	12685.6	11820.3	11750.9
786	10383.3	12702.3	11854.5	11781.1
787	10421.2	12712.3	11890.9	11812.4
788	10448.7	12720.4	11920.4	11842.3
789	10474.3	12731.1	11953.7	11872.5
790	10518.9	12741.8	11986.2	11903.1
791	10549.5	12753.9	12024.5	11934.5
792	10574.5	12764.7	12060.4	11964.9
793	10613.4	12775.5	12093.8	11995.3
794	10642.8	12793.2	12129.7	12025.4
795	10655.7	12816.1	12165	12056.6
796	10680.9	12831.5	12199.6	12086.9
797	10703	12851.8	12234.5	12117.3
798	10725.6	12872.2	12265.3	12147.9
799	10757.9	12904.7	12298.7	12179.2
800	10774.8	12938.1	12328.7	12209.7
801	10868.3	12941.6	12361.6	12244.3
802	10951.8	12945.9	12390.3	12280
803	11036.6	12950	12419.2	12314
804	11131.3	12955	12448.8	12349.6
805	11232.8	12961.3	12480.3	12384.1
806	11337.6	12966.9	12508.1	12419.5
807	11436.4	12973.1	12541.3	12455.1
808	11553.9	12978.5	12568.6	12489.9
809	11657	12982.7	12599.4	12525.1
810	11753.3	12992.1	12631.1	12561.2
811	11870.9	12999.7	12657.6	12595.9
812	11969.6	13010.7	12687.4	12630.5
813	12078.9	13022	12717.9	12666.6
814	12183.1	13033	12747	12701.7
815	12290.1	13042.5	12777.8	12737.6
816	12378.3	13053.5	12808	12772.7
817	12487.6	13066.1	12836.5	12806.8
