aggregateid,siteid,sitename,diatomdatasetid,waterchemdatasetid,aggregatedatasetname,aggregatedatasethandle
13,26444,Schroon Lake,49815,46065,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26445,Scokes Pond,49816,46066,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26446,Seavers Reservoir,49817,46067,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26447,Second Connecticut Lake,49818,46068,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26448,Second Lake,49819,46069,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26449,Shadow Lake,49820,46070,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26450,Shaw Pond,49821,46071,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26451,Shellcamp Pond,49822,46072,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26452,Skatutakee Lake,49823,46073,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26453,Spencer Pond,49824,46074,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26454,Splitrock Reservoir,49825,46075,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26455,Square Lake,49826,46076,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26456,Srmack's Quarry,49827,46077,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26457,St.josephs Lake,49828,46078,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26458,Stoughton Pond,49829,46079,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26459,Sturtevant Pond,49830,46080,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26460,Swans Pond,49831,46081,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26461,Swede Pond,49832,46082,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26462,Synders Lake,49833,46083,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26463,Tewksbury,49834,46084,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26464,Tewksbury Pond,49835,46085,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26465,The Lake,49836,46086,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26466,Thurston Pond,49837,46087,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26467,Ticklenaked,49838,46088,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26468,Tildys Pond,49839,46089,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26469,Timber Lake,49840,46090,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26470,Tolman Pond,49841,46091,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26471,Torsey,49842,46092,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26472,Trout Lake,49843,46093,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,24739,Trout Pond,49844,46094,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26473,Trout Pond (St. Lawrence),49845,46095,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26474,Tully Lake,49846,46096,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26475,Turkey Pond,49847,46097,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26476,Twin Island Pond,49848,46098,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26477,Twin Ponds (E),49849,46099,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26478,Umbagog Lake,49850,46100,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26479,Unity Pond,49851,46101,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,24752,Upper,49852,46102,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26480,Upper Artichoke Reservoir,49853,46103,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26481,Upper Jo-mary Lake,49854,46104,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26482,Upper Middle Branch Pond,49855,46105,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26483,Upper Shin Pond,49856,46106,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26484,Upper Sister Lake,49857,46107,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26485,Upper Sysladobsis Lake,49858,,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26486,Walker Pond,49859,46108,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26487,Waterloo Lakes,49860,46109,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26488,Watson Reservoir,49861,46110,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,24361,Weatherhead Hollow Pond,49862,46111,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26489,Webster,49863,46112,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26490,Wheeler Pond,49864,46113,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26491,Wheelock Lake,49865,46114,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26492,White Lake,49866,46115,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26493,Whitins Pond,49867,46116,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26494,Wiccopee Reservoir (N),49868,46117,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26495,Wickett Pond,49869,46118,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26496,Williams Lake,49870,46119,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26497,Willis Pond (E),49871,46120,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26498,Windfall Pond,49872,46121,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26499,Windsor Reservoir,49873,46122,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26500,Withee Pond,49874,46123,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26501,Wolf Pond,49875,46124,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26502,Wreck Pond (Largest),49876,46125,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,13056,Wyassup Lake,49877,46126,EPA EMAP Northeast Surface Waters,EMAP-NESW
13,26503,Yawgoo Millpond,49878,46127,EPA EMAP Northeast Surface Waters,EMAP-NESW
14,807,First,45664,45740,Pocono Mountain Calibration,POCOMT
14,844,Giles,45665,45741,Pocono Mountain Calibration,POCOMT
14,1530,Lacawac,45672,45748,Pocono Mountain Calibration,POCOMT
14,2304,Silver,45686,45762,Pocono Mountain Calibration,POCOMT
14,26174,Barkley,45656,45732,Pocono Mountain Calibration,POCOMT
14,26175,Beach,45657,45733,Pocono Mountain Calibration,POCOMT
14,26176,Big Corilla,45658,45734,Pocono Mountain Calibration,POCOMT
14,26177,Bigelow,45659,45735,Pocono Mountain Calibration,POCOMT
14,26178,Little Brink Lake (Little Twin Lake),45660,45736,Pocono Mountain Calibration,POCOMT
14,26179,Bruce,45661,45737,Pocono Mountain Calibration,POCOMT
14,26180,Chestnut,45662,45738,Pocono Mountain Calibration,POCOMT
14,26181,Earnest,45663,45739,Pocono Mountain Calibration,POCOMT
14,26182,Goldkey,45666,45742,Pocono Mountain Calibration,POCOMT
14,26183,Goose,45667,45743,Pocono Mountain Calibration,POCOMT
14,26184,Hiawatha,45668,45744,Pocono Mountain Calibration,POCOMT
14,26185,Hickory,45669,45745,Pocono Mountain Calibration,POCOMT
14,26186,Little Hickory Lake,45670,45746,Pocono Mountain Calibration,POCOMT
14,26187,High,45671,45747,Pocono Mountain Calibration,POCOMT
14,26188,Laura,45673,45749,Pocono Mountain Calibration,POCOMT
14,26189,Lake Logtavern Lake,45674,45750,Pocono Mountain Calibration,POCOMT
14,26190,LONG,45675,45751,Pocono Mountain Calibration,POCOMT
14,26191,Little Mud Pond,45676,45752,Pocono Mountain Calibration,POCOMT
14,26192,Nichecronk,45677,45753,Pocono Mountain Calibration,POCOMT
14,26193,Panther,45678,45754,Pocono Mountain Calibration,POCOMT
14,26194,Paupack,45679,45755,Pocono Mountain Calibration,POCOMT
14,26195,Porters,45680,45756,Pocono Mountain Calibration,POCOMT
14,26196,Poyntelle,45681,45757,Pocono Mountain Calibration,POCOMT
14,26197,Price,45682,45758,Pocono Mountain Calibration,POCOMT
14,26198,Rock,45683,45759,Pocono Mountain Calibration,POCOMT
14,26199,Rose,45684,45760,Pocono Mountain Calibration,POCOMT
14,26200,Scott,45685,45761,Pocono Mountain Calibration,POCOMT
14,26201,Sly,45687,45763,Pocono Mountain Calibration,POCOMT
14,26202,Spruce,45688,45764,Pocono Mountain Calibration,POCOMT
14,26203,Swago,45689,45765,Pocono Mountain Calibration,POCOMT
14,26204,Tedyusk,45690,45766,Pocono Mountain Calibration,POCOMT
14,26205,Union,45691,45767,Pocono Mountain Calibration,POCOMT
14,26206,Welcome,45692,45768,Pocono Mountain Calibration,POCOMT
14,26207,Whitedeer,45693,45769,Pocono Mountain Calibration,POCOMT
15,22680,(Unnamed Lake),39389,42614,US EPA National Lake Assesment 2007,NLA-2007
15,22681,Adder Pond,39390,42615,US EPA National Lake Assesment 2007,NLA-2007
15,22682,Alkaline Lake,39391,42616,US EPA National Lake Assesment 2007,NLA-2007
15,22683,Alkaline Lake,39392,42617,US EPA National Lake Assesment 2007,NLA-2007
15,22684,Allen Lake,39393,42618,US EPA National Lake Assesment 2007,NLA-2007
15,22685,Alruss,39394,42619,US EPA National Lake Assesment 2007,NLA-2007
15,22686,American Lake,39395,42620,US EPA National Lake Assesment 2007,NLA-2007
15,22687,Anawana Lake,39396,42621,US EPA National Lake Assesment 2007,NLA-2007
15,22688,Angel Lake,39397,42622,US EPA National Lake Assesment 2007,NLA-2007
15,22689,Antelope Lake,39398,42623,US EPA National Lake Assesment 2007,NLA-2007
15,22690,Argonne Lake,39399,42624,US EPA National Lake Assesment 2007,NLA-2007
15,22691,Armington Lake,39400,42625,US EPA National Lake Assesment 2007,NLA-2007
15,22692,Armstrong Lake,39401,42626,US EPA National Lake Assesment 2007,NLA-2007
15,22693,Arthur Lake,39402,42627,US EPA National Lake Assesment 2007,NLA-2007
15,22694,Artichoke Lake,39403,42628,US EPA National Lake Assesment 2007,NLA-2007
15,22695,Ashley Lake,39404,42629,US EPA National Lake Assesment 2007,NLA-2007
15,22696,Aspen Lake,39405,42630,US EPA National Lake Assesment 2007,NLA-2007
15,22697,Atkins Lake,39406,42631,US EPA National Lake Assesment 2007,NLA-2007
15,22698,August Lake,39407,42632,US EPA National Lake Assesment 2007,NLA-2007
15,22699,Aurora Pond,39408,42633,US EPA National Lake Assesment 2007,NLA-2007
15,22700,Baca Lake,39409,42634,US EPA National Lake Assesment 2007,NLA-2007
15,22701,Back Lake,39410,42635,US EPA National Lake Assesment 2007,NLA-2007
15,22702,Barbara Lake,39411,42636,US EPA National Lake Assesment 2007,NLA-2007
15,22703,Bass Lake,39412,42637,US EPA National Lake Assesment 2007,NLA-2007
15,22704,Bass Lake,39413,42638,US EPA National Lake Assesment 2007,NLA-2007
15,23272,Bassett Lake,40056,42914,US EPA National Lake Assesment 2007,NLA-2007
15,23273,Bayley,40057,42915,US EPA National Lake Assesment 2007,NLA-2007
15,23274,Beach Pond,40058,42916,US EPA National Lake Assesment 2007,NLA-2007
15,9596,Bean Lake,40059,42917,US EPA National Lake Assesment 2007,NLA-2007
15,23275,Beardsley Pond,40060,42918,US EPA National Lake Assesment 2007,NLA-2007
15,9594,Beaver Lake,40061,42919,US EPA National Lake Assesment 2007,NLA-2007
15,23276,Becoosin Lake,40062,42920,US EPA National Lake Assesment 2007,NLA-2007
15,23277,Beebe Lake,40063,42921,US EPA National Lake Assesment 2007,NLA-2007
15,23278,Belleville Pond,40064,42922,US EPA National Lake Assesment 2007,NLA-2007
15,23279,Bentley Lake,40065,42923,US EPA National Lake Assesment 2007,NLA-2007
15,2625,Berry Lake,40066,42924,US EPA National Lake Assesment 2007,NLA-2007
15,23280,Big Alkali Lake,40067,42925,US EPA National Lake Assesment 2007,NLA-2007
15,23281,Big Barbee Lake,40068,42926,US EPA National Lake Assesment 2007,NLA-2007
15,23282,Big Chapman,40069,42927,US EPA National Lake Assesment 2007,NLA-2007
15,23283,Big Gibson Lake,40070,42928,US EPA National Lake Assesment 2007,NLA-2007
15,13393,Big Lake (1),40071,42929,US EPA National Lake Assesment 2007,NLA-2007
15,24385,Big Reed Pond,40072,42930,US EPA National Lake Assesment 2007,NLA-2007
15,23284,Big Stone Lake,40074,42931,US EPA National Lake Assesment 2007,NLA-2007
15,23285,Bissonnette Pond,40075,42932,US EPA National Lake Assesment 2007,NLA-2007
15,23286,Black Lake,40076,42933,US EPA National Lake Assesment 2007,NLA-2007
15,23287,Blackfish Lake,40077,42934,US EPA National Lake Assesment 2007,NLA-2007
15,23288,Blackman Lake,40078,42935,US EPA National Lake Assesment 2007,NLA-2007
15,23289,Blanchard Lake,40079,42936,US EPA National Lake Assesment 2007,NLA-2007
15,23290,Blomgren,40080,42937,US EPA National Lake Assesment 2007,NLA-2007
15,23295,Blue Lake,40114,42940,US EPA National Lake Assesment 2007,NLA-2007
15,23295,Blue Lake,40115,42940,US EPA National Lake Assesment 2007,NLA-2007
15,23295,Blue Lake,40116,42940,US EPA National Lake Assesment 2007,NLA-2007
15,23296,Blueberry Lake,40117,42941,US EPA National Lake Assesment 2007,NLA-2007
15,23297,Bogie Lake,40118,42942,US EPA National Lake Assesment 2007,NLA-2007
15,23298,Bowdish Reservoir,40119,42943,US EPA National Lake Assesment 2007,NLA-2007
15,23299,Brant Lake,40120,42944,US EPA National Lake Assesment 2007,NLA-2007
15,23300,Bridge Lake,40121,42945,US EPA National Lake Assesment 2007,NLA-2007
15,23301,Brierpatch Lake,40122,42946,US EPA National Lake Assesment 2007,NLA-2007
15,23302,Brooklyn Lake,40123,42947,US EPA National Lake Assesment 2007,NLA-2007
15,23303,Browns Lake,40124,42948,US EPA National Lake Assesment 2007,NLA-2007
15,23304,Bruce Lake,40125,42949,US EPA National Lake Assesment 2007,NLA-2007
15,23305,Brush Lake,40126,42950,US EPA National Lake Assesment 2007,NLA-2007
15,23306,Buckskin Lake,40127,42951,US EPA National Lake Assesment 2007,NLA-2007
15,23307,Buffalo Lodge Lake,40128,42952,US EPA National Lake Assesment 2007,NLA-2007
15,23308,Bull Lake,40129,42953,US EPA National Lake Assesment 2007,NLA-2007
15,23309,Bull Trout Lake,40130,42954,US EPA National Lake Assesment 2007,NLA-2007
15,23310,Caddo Lake,40131,42955,US EPA National Lake Assesment 2007,NLA-2007
15,23311,Camp Lake,40132,42956,US EPA National Lake Assesment 2007,NLA-2007
15,23312,Campbell Lake,40133,42957,US EPA National Lake Assesment 2007,NLA-2007
15,23313,Carey Lake,40134,42958,US EPA National Lake Assesment 2007,NLA-2007
15,23314,Carry Pond,40135,42959,US EPA National Lake Assesment 2007,NLA-2007
15,23315,Caspian Lake,40136,42960,US EPA National Lake Assesment 2007,NLA-2007
15,23316,Cass Lake,40137,42961,US EPA National Lake Assesment 2007,NLA-2007
15,23317,Cassadaga Lake,40138,42962,US EPA National Lake Assesment 2007,NLA-2007
15,23318,Cavanaugh Lake,40139,42963,US EPA National Lake Assesment 2007,NLA-2007
15,23319,Cave Lake,40140,42964,US EPA National Lake Assesment 2007,NLA-2007
15,23320,Cedar Lake,40141,42965,US EPA National Lake Assesment 2007,NLA-2007
15,23321,Chapman Pond,40142,42966,US EPA National Lake Assesment 2007,NLA-2007
15,23322,Chase Lake,40143,42967,US EPA National Lake Assesment 2007,NLA-2007
15,23323,Cheeseboro Lake,40144,42968,US EPA National Lake Assesment 2007,NLA-2007
15,23324,Clark Lake,40145,42969,US EPA National Lake Assesment 2007,NLA-2007
15,23325,Clear Lake,40146,42970,US EPA National Lake Assesment 2007,NLA-2007
15,23326,Clearwater Lake,40147,42971,US EPA National Lake Assesment 2007,NLA-2007
15,23327,Concord Pond,40148,42972,US EPA National Lake Assesment 2007,NLA-2007
15,23328,Cottonwood,40149,42973,US EPA National Lake Assesment 2007,NLA-2007
15,23329,Cottonwood Lake,40150,42974,US EPA National Lake Assesment 2007,NLA-2007
15,23330,Coursey Pond,40152,42975,US EPA National Lake Assesment 2007,NLA-2007
15,23331,Cranberry,40153,42976,US EPA National Lake Assesment 2007,NLA-2007
15,23332,Crescent Lake,40154,42977,US EPA National Lake Assesment 2007,NLA-2007
15,23333,Crooked Lake,40155,42978,US EPA National Lake Assesment 2007,NLA-2007
15,23334,Crooked Pond,40156,42979,US EPA National Lake Assesment 2007,NLA-2007
15,9929,Crow Wing,40157,42980,US EPA National Lake Assesment 2007,NLA-2007
15,23335,Crystal Lake,40158,42981,US EPA National Lake Assesment 2007,NLA-2007
15,23336,Cusky Pond,40159,42982,US EPA National Lake Assesment 2007,NLA-2007
15,23343,Darling,40240,42983,US EPA National Lake Assesment 2007,NLA-2007
15,23344,Dean Lake,40241,42984,US EPA National Lake Assesment 2007,NLA-2007
15,23345,Debouille Lake,40242,42985,US EPA National Lake Assesment 2007,NLA-2007
15,23346,Deer Lake,40243,42986,US EPA National Lake Assesment 2007,NLA-2007
15,23347,Denny Pond,40244,42987,US EPA National Lake Assesment 2007,NLA-2007
15,23348,Derby Lake,40245,42988,US EPA National Lake Assesment 2007,NLA-2007
15,23349,Devils Lake,40246,42989,US EPA National Lake Assesment 2007,NLA-2007
15,23350,Dewey Lake,40247,42990,US EPA National Lake Assesment 2007,NLA-2007
15,23351,Dick's Pond,40248,42991,US EPA National Lake Assesment 2007,NLA-2007
15,23352,Donnell Lake,40249,42992,US EPA National Lake Assesment 2007,NLA-2007
15,23353,Douglas Pond?,40250,42993,US EPA National Lake Assesment 2007,NLA-2007
15,23354,Doyles Lake,40251,42994,US EPA National Lake Assesment 2007,NLA-2007
15,23355,Duck Lake,40252,42995,US EPA National Lake Assesment 2007,NLA-2007
15,23356,Eagle Lake (1),40253,42996,US EPA National Lake Assesment 2007,NLA-2007
15,23356,Eagle Lake (1),40254,42996,US EPA National Lake Assesment 2007,NLA-2007
15,23357,East Twin Lake,40255,42997,US EPA National Lake Assesment 2007,NLA-2007
15,23358,East Woodcock Lake,40256,42998,US EPA National Lake Assesment 2007,NLA-2007
15,23359,Echo Lake,40257,42999,US EPA National Lake Assesment 2007,NLA-2007
15,23360,Eight Point Lake,40258,43000,US EPA National Lake Assesment 2007,NLA-2007
15,23361,Elbow Lake,40259,43001,US EPA National Lake Assesment 2007,NLA-2007
15,10091,Elk Lake,40260,43002,US EPA National Lake Assesment 2007,NLA-2007
15,23362,Enemy Swim Lake,40261,43003,US EPA National Lake Assesment 2007,NLA-2007
15,23363,Eureka Lake,40262,43004,US EPA National Lake Assesment 2007,NLA-2007
15,23364,Fairy Lake,40263,43005,US EPA National Lake Assesment 2007,NLA-2007
15,23365,Fan Lake,40264,43006,US EPA National Lake Assesment 2007,NLA-2007
15,23366,Fanny Lake,40265,43007,US EPA National Lake Assesment 2007,NLA-2007
15,23367,Fayant Lake,40266,43008,US EPA National Lake Assesment 2007,NLA-2007
15,23368,Feather Lake,40267,43009,US EPA National Lake Assesment 2007,NLA-2007
15,23369,Female Pond,40268,43010,US EPA National Lake Assesment 2007,NLA-2007
15,23370,Fence Lake,40269,43011,US EPA National Lake Assesment 2007,NLA-2007
15,23371,Fish Lake (1),40270,43012,US EPA National Lake Assesment 2007,NLA-2007
15,23371,Fish Lake (1),40271,43012,US EPA National Lake Assesment 2007,NLA-2007
15,23372,Fitzpatrick Lake,40272,43013,US EPA National Lake Assesment 2007,NLA-2007
15,23373,Five Island Lake,40273,43014,US EPA National Lake Assesment 2007,NLA-2007
15,23374,Flat Lake,40274,43015,US EPA National Lake Assesment 2007,NLA-2007
15,23375,Flat River Reservoir,40275,43016,US EPA National Lake Assesment 2007,NLA-2007
15,23376,Fletcher Lake,40276,43017,US EPA National Lake Assesment 2007,NLA-2007
15,23377,Forbes Lake,40277,43018,US EPA National Lake Assesment 2007,NLA-2007
15,23378,Fourth Debsconeag Lake,40278,43019,US EPA National Lake Assesment 2007,NLA-2007
15,23379,Fourth Machias Lake,40279,43020,US EPA National Lake Assesment 2007,NLA-2007
15,23380,Fox Lake (1),40280,43021,US EPA National Lake Assesment 2007,NLA-2007
15,23380,Fox Lake (1),40281,43021,US EPA National Lake Assesment 2007,NLA-2007
15,23381,Freemont Lake,40282,43022,US EPA National Lake Assesment 2007,NLA-2007
15,23382,Gardner Pond,40283,43023,US EPA National Lake Assesment 2007,NLA-2007
15,23383,George Wyth Lake,40284,43024,US EPA National Lake Assesment 2007,NLA-2007
15,10365,Goose Lake,40285,43025,US EPA National Lake Assesment 2007,NLA-2007
15,23384,Goose Pond,40286,43026,US EPA National Lake Assesment 2007,NLA-2007
15,23385,Gorton Pond,40287,43027,US EPA National Lake Assesment 2007,NLA-2007
15,23386,Grass Lake,40288,43028,US EPA National Lake Assesment 2007,NLA-2007
15,24387,Grassy Pond,50248,43029,US EPA National Lake Assesment 2007,NLA-2007
15,24273,Green Belt Lake,50249,43030,US EPA National Lake Assesment 2007,NLA-2007
15,24388,Green Lake,50250,43031,US EPA National Lake Assesment 2007,NLA-2007
15,24389,Grimes,50252,43032,US EPA National Lake Assesment 2007,NLA-2007
15,24390,Grist Millpond,50253,43033,US EPA National Lake Assesment 2007,NLA-2007
15,24391,Grittman Lake,50254,43034,US EPA National Lake Assesment 2007,NLA-2007
15,24392,Groton Reservoir,50255,43035,US EPA National Lake Assesment 2007,NLA-2007
15,24393,Hackberry Lake,50256,43036,US EPA National Lake Assesment 2007,NLA-2007
15,24394,Half Moon Lake,50257,43037,US EPA National Lake Assesment 2007,NLA-2007
15,24395,Halfway Pond,50258,43038,US EPA National Lake Assesment 2007,NLA-2007
15,24396,Hall Lake,50259,43039,US EPA National Lake Assesment 2007,NLA-2007
15,24397,Hannaberry Lake,50260,43040,US EPA National Lake Assesment 2007,NLA-2007
15,24398,Harper Lake,50261,43041,US EPA National Lake Assesment 2007,NLA-2007
15,24399,Haskell Lake,50262,43042,US EPA National Lake Assesment 2007,NLA-2007
15,24400,Heart Lake,50263,43043,US EPA National Lake Assesment 2007,NLA-2007
15,24401,Heggs,50264,43044,US EPA National Lake Assesment 2007,NLA-2007
15,24402,Henry's Lake,50265,43045,US EPA National Lake Assesment 2007,NLA-2007
15,24403,Hert Lake,50266,43046,US EPA National Lake Assesment 2007,NLA-2007
15,24404,Highland Lake,50267,43047,US EPA National Lake Assesment 2007,NLA-2007
15,24405,Hi-Land Lake,50268,43048,US EPA National Lake Assesment 2007,NLA-2007
15,24406,Hinkley's Pond,50269,43049,US EPA National Lake Assesment 2007,NLA-2007
15,24407,Horseshoe Lake,50270,43050,US EPA National Lake Assesment 2007,NLA-2007
15,24408,Horsfall Lake,50271,43051,US EPA National Lake Assesment 2007,NLA-2007
15,24409,Hosmer Lake,50272,43052,US EPA National Lake Assesment 2007,NLA-2007
15,24410,HOWARD POND,50273,43053,US EPA National Lake Assesment 2007,NLA-2007
15,24411,Howe Lake,50274,43054,US EPA National Lake Assesment 2007,NLA-2007
15,24295,HUDSON POND,50275,43055,US EPA National Lake Assesment 2007,NLA-2007
15,24412,Hungry Man Lake,50276,43056,US EPA National Lake Assesment 2007,NLA-2007
15,24413,Ice Lake,50277,43057,US EPA National Lake Assesment 2007,NLA-2007
15,24414,Ingham Lake,50278,43058,US EPA National Lake Assesment 2007,NLA-2007
15,24415,Island Lake,50279,43059,US EPA National Lake Assesment 2007,NLA-2007
15,24805,Island Lake (GA),50280,43551,US EPA National Lake Assesment 2007,NLA-2007
15,24806,Island Lake (CA),50281,43552,US EPA National Lake Assesment 2007,NLA-2007
15,24807,Island Pond (AR),50282,43553,US EPA National Lake Assesment 2007,NLA-2007
15,24416,Island Pond,50283,43060,US EPA National Lake Assesment 2007,NLA-2007
15,24808,Island Pond (ES),50284,43554,US EPA National Lake Assesment 2007,NLA-2007
15,24417,Jobs Pond,50285,43061,US EPA National Lake Assesment 2007,NLA-2007
15,24418,Johnson Lake,50286,43062,US EPA National Lake Assesment 2007,NLA-2007
15,24419,Jump-off Joe Lake,50287,43063,US EPA National Lake Assesment 2007,NLA-2007
15,24420,Kettle Brook Reservoir #1,50288,43064,US EPA National Lake Assesment 2007,NLA-2007
15,24421,Keula Lake,50289,43065,US EPA National Lake Assesment 2007,NLA-2007
15,24422,Killarney Lake,50290,43066,US EPA National Lake Assesment 2007,NLA-2007
15,24423,Kitsap Lake,50292,43067,US EPA National Lake Assesment 2007,NLA-2007
15,24424,Knowlton Pond,50293,43068,US EPA National Lake Assesment 2007,NLA-2007
15,24425,Koontz Lake,50294,43069,US EPA National Lake Assesment 2007,NLA-2007
15,24426,Lake Albert,50295,43070,US EPA National Lake Assesment 2007,NLA-2007
15,24427,Lake Alice,50296,43071,US EPA National Lake Assesment 2007,NLA-2007
15,24428,Lake Apopka,50297,43072,US EPA National Lake Assesment 2007,NLA-2007
15,24429,Lake Au Sable,50298,43073,US EPA National Lake Assesment 2007,NLA-2007
15,24499,Lake Bailey,50371,43191,US EPA National Lake Assesment 2007,NLA-2007
15,24500,Lake Blaine,50374,43192,US EPA National Lake Assesment 2007,NLA-2007
15,24501,Lake Blanchard,50375,43193,US EPA National Lake Assesment 2007,NLA-2007
15,24502,Lake Brighton,50376,43194,US EPA National Lake Assesment 2007,NLA-2007
15,24503,Lake Bruin,50377,43195,US EPA National Lake Assesment 2007,NLA-2007
15,24504,Lake Byron,50378,43196,US EPA National Lake Assesment 2007,NLA-2007
15,24505,Lake Champlain,50379,43197,US EPA National Lake Assesment 2007,NLA-2007
15,24506,Lake Chemung,50380,43198,US EPA National Lake Assesment 2007,NLA-2007
15,24507,Lake Cochrane,50381,43199,US EPA National Lake Assesment 2007,NLA-2007
15,24508,Lake Coeur D'Alene,50382,43200,US EPA National Lake Assesment 2007,NLA-2007
15,24509,Lake Concordia,50383,43201,US EPA National Lake Assesment 2007,NLA-2007
15,24510,Lake Eli,50384,43202,US EPA National Lake Assesment 2007,NLA-2007
15,24511,Lake Gogebic,50385,43203,US EPA National Lake Assesment 2007,NLA-2007
15,24512,Lake Griffin,50386,43204,US EPA National Lake Assesment 2007,NLA-2007
15,24513,Lake Haines,50387,43205,US EPA National Lake Assesment 2007,NLA-2007
15,24514,Lake Hattie,50388,43206,US EPA National Lake Assesment 2007,NLA-2007
15,24515,Lake Helen,50389,43207,US EPA National Lake Assesment 2007,NLA-2007
15,24516,Lake Hinden,50390,43208,US EPA National Lake Assesment 2007,NLA-2007
15,24517,Lake Isabel,50391,43209,US EPA National Lake Assesment 2007,NLA-2007
15,24518,Lake Isabella,50392,43210,US EPA National Lake Assesment 2007,NLA-2007
15,24519,Lake Jennie,50393,43211,US EPA National Lake Assesment 2007,NLA-2007
15,24520,Lake Kampeska,50394,43212,US EPA National Lake Assesment 2007,NLA-2007
15,24521,Lake Keewaydin,50395,43213,US EPA National Lake Assesment 2007,NLA-2007
15,24522,Lake Kegonsa,50396,43214,US EPA National Lake Assesment 2007,NLA-2007
15,24523,Lake Kenosia,50397,43215,US EPA National Lake Assesment 2007,NLA-2007
15,24524,Lake Koeneman,50397,43216,US EPA National Lake Assesment 2007,NLA-2007
15,24525,Lake Linka,50398,43217,US EPA National Lake Assesment 2007,NLA-2007
15,24526,Lake Louise,50399,43218,US EPA National Lake Assesment 2007,NLA-2007
15,24527,Lake Mary Ronan,50400,43219,US EPA National Lake Assesment 2007,NLA-2007
15,24528,Lake Minnehaha,50401,43220,US EPA National Lake Assesment 2007,NLA-2007
15,24529,Lake Minneola,50402,43221,US EPA National Lake Assesment 2007,NLA-2007
15,24530,Lake Monroe,50403,43222,US EPA National Lake Assesment 2007,NLA-2007
15,24531,Lake Myrtle,50404,43223,US EPA National Lake Assesment 2007,NLA-2007
15,24532,Lake Nephawin,50405,43224,US EPA National Lake Assesment 2007,NLA-2007
15,11666,Lake Nokomis,50406,43225,US EPA National Lake Assesment 2007,NLA-2007
